1.4029796254351194,200,0,2
4.894341016891493,200,2,14
7.977156098292781,200,4,26
11.30267535813271,200,6,39
14.760914762942399,200,8,52
18.036815433531387,200,10,66
21.37805171804625,200,12,79
25.104819900446493,200,14,92
27.83355639031971,200,16,105
31.309984493345272,200,18,118
34.924803604206005,200,20,131
38.4061531882795,200,22,144
41.69160745142449,200,24,157
44.561008254291785,200,26,170
48.2364393233331,200,28,183
51.12470879347359,200,30,196
54.860015055547294,200,32,209
58.14476080528151,200,34,222
60.90866897947969,200,36,235
64.7859647966289,200,38,247
67.45373787014141,200,40,260
70.76690444269418,200,42,273
74.72812403318824,200,44,286
78.01006841401963,200,46,299
81.15758803347406,200,48,312
84.4626532880645,200,50,325
87.2906954471752,200,52,338
90.55545872814515,200,54,351
94.2558376192487,200,56,364
97.76131169682138,200,58,377
100.87912354826778,200,60,390
104.18993962030011,200,62,403
107.54101262755121,200,64,416
110.86692763946108,200,66,429
113.700614383604,200,68,442
117.59158825137598,200,70,455
120.95386289763834,200,72,468
123.77943603050343,200,74,481
127.08174890845923,200,76,494
130.81309655507414,200,78,507
134.12351735047613,200,80,520
136.87135484691595,200,82,533
140.090180463565,200,84,546
143.37158684332948,200,86,559
146.71132990767526,200,88,572
150.41650430665746,200,90,585
153.90546347117152,200,92,598
157.14546475720286,200,94,611
160.0388376403474,200,96,624
163.81546592147612,200,98,637
166.87958914503326,200,100,650
169.91626994350142,200,102,663
173.5370060336179,200,104,676
176.30052630852674,200,106,689
180.17154038568987,200,108,702
183.4737865272084,200,110,715
186.22359960499506,200,112,728
189.53736206097514,200,114,741
192.88863478983393,200,116,754
196.19259694893717,200,118,767
200.1670087666164,200,120,780
203.406244287816,200,122,793
206.04729536588133,200,124,806
209.58363110938672,200,126,819
213.185967061929,200,128,832
216.51432383893894,200,130,845
219.98835270720267,200,132,858
222.77929728274148,200,134,871
225.92187801622327,200,136,884
229.7420739101964,200,138,897
232.4342533427224,200,140,910
235.66500034378205,200,142,923
238.91474494210303,200,144,936
242.32962470917542,200,146,949
245.5065755042685,200,148,962
248.7937971249157,200,150,975
252.09975260935363,200,152,989
255.99258909758723,200,154,1002
258.72826164288125,200,156,1015
262.6219840430476,200,158,1028
265.9474448511495,200,160,1041
268.6419018719467,200,162,1054
272.4857133539859,200,164,1067
275.30883022050983,200,166,1080
278.5750715837271,200,168,1093
282.11069093716566,200,170,1106
285.5758713652358,200,172,1119
288.9000479935013,200,174,1132
291.6956378468597,200,176,1145
295.6034767192099,200,178,1158
298.30793443643455,200,180,1171
302.1411327688572,200,182,1184
305.56026925247835,200,184,1197
308.90506853245387,200,186,1210
311.66065646574356,200,188,1223
315.5392374027425,200,190,1236
318.2854678475154,200,192,1249
321.5833586511653,200,194,1262
325.4682355602203,200,196,1275
328.380808612888,200,198,1288
332.1116916748372,200,200,1301
335.2710897717199,200,202,1314
338.34197580316294,200,204,1327
341.64113917477465,200,206,1340
344.9671606471036,200,208,1353
348.0456854974148,200,210,1366
351.5141425065374,200,212,1379
355.09439648334313,200,214,1392
358.56231502784937,200,216,1405
361.33793704132427,200,218,1418
364.5953566149651,200,220,1431
368.4656529960087,200,222,1444
371.13922512929986,200,224,1457
374.4933612898246,200,226,1470
377.7281145276657,200,228,1483
381.4931426382517,200,230,1496
384.3955896033679,200,232,1509
388.27492454694266,200,234,1522
391.15640050486854,200,236,1535
394.90984483288395,200,238,1548
398.0997936732626,200,240,1561
400.900997600416,200,242,1574
404.38623802701244,200,244,1587
407.68021866066385,200,246,1600
410.78179106865525,200,248,1613
414.71629366966766,200,250,1626
417.40926535289265,200,252,1639
420.72451346548115,200,254,1652
424.1052164236419,200,256,1665
427.43991118137177,200,258,1678
431.0504292102925,200,260,1691
433.88384325769044,200,262,1704
437.1250114679121,200,264,1717
440.442912034607,200,266,1730
444.14309833277605,200,268,1743
447.6357253192124,200,270,1756
450.28844405308126,200,272,1769
453.7559062145169,200,274,1782
457.4729255375277,200,276,1795
460.3700965286607,200,278,1808
463.5178044737805,200,280,1821
466.9741180767966,200,282,1834
470.57639794360796,200,284,1847
473.4554352748507,200,286,1860
476.7817094020535,200,288,1873
480.2004426941642,200,290,1886
483.9386952863298,200,292,1899
487.3085485113837,200,294,1912
490.3774415787452,200,296,1925
493.85434472827654,200,298,1938
496.7065301980217,200,300,1951
499.8964241277548,200,302,1964
